,0,1,2,3,4
0,0.9838691207233986,1.3168378576879147,1.544681089967372,1.718897796817826,1.859343639010115
1,1.444952328315033,1.9483630127373577,2.298575383536989,2.5702161214495773,2.792121321270174
2,2.06355547580502,2.8030556884325497,3.3257333971874425,3.736679876579385,4.076576956125163
3,2.8688480192145627,3.925533743823428,4.683869947710592,5.287837981442729,5.79325488413397
4,3.887311174160325,5.357857071087657,6.428807767610529,7.292314360846559,8.022947186556548
5,5.140453456890644,7.136213320644765,8.610384434613476,9.8130851066736,10.841448723366947
6,6.642933496080735,9.288038151129257,11.268755845798403,12.903080964989059,14.314546025170376
7,8.401418755831246,11.830064610956555,14.431723389353415,16.601854830804974,18.494077774446808
8,10.41438147343424,14.767641859524279,18.113548881667473,20.933892118086046,23.41575059167279
9,12.672854750704635,18.095423694083546,22.3154427081324,25.908837089378455,29.099071637683387
10,15.161989199343923,21.799264691456674,27.027588303981638,31.523538292130173,35.54935050266528
