,param,mean_square_error
342,"[0.40000000000000013, 1.5, 0.1]",0.01402177650139371
343,"[0.40000000000000013, 1.5, 0.2]",0.014041670455207529
344,"[0.40000000000000013, 1.5, 0.30000000000000004]",0.014114535124852771
345,"[0.40000000000000013, 1.5, 0.4]",0.014245344009957873
346,"[0.40000000000000013, 1.5, 0.5]",0.014430336488459098
347,"[0.40000000000000013, 1.5, 0.6000000000000001]",0.014659273440430887
348,"[0.40000000000000013, 1.5, 0.7000000000000001]",0.014920268136192048
349,"[0.40000000000000013, 1.5, 0.8]",0.015202574434585357
350,"[0.40000000000000013, 1.5, 0.9]",0.01549750507506935
351,"[0.40000000000000013, 1.5, 1.0]",0.01579843854427319
352,"[0.6000000000000001, 0.0, 0.0]",0.013713258830893651
353,"[0.6000000000000001, 0.0, 0.1]",0.013650923621598017
354,"[0.6000000000000001, 0.0, 0.2]",0.013625933961902972
355,"[0.6000000000000001, 0.0, 0.30000000000000004]",0.013663620133202483
356,"[0.6000000000000001, 0.0, 0.4]",0.013806656772997604
357,"[0.6000000000000001, 0.0, 0.5]",0.014062536816386664
358,"[0.6000000000000001, 0.0, 0.6000000000000001]",0.014405002679840385
359,"[0.6000000000000001, 0.0, 0.7000000000000001]",0.014801091310823102
360,"[0.6000000000000001, 0.0, 0.8]",0.01522404406233955
361,"[0.6000000000000001, 0.0, 0.9]",0.015655339584278033
362,"[0.6000000000000001, 0.0, 1.0]",0.01608314051506632
363,"[0.6000000000000001, 0.5, 0.0]",0.013818807043887141
364,"[0.6000000000000001, 0.5, 0.1]",0.013761254732720968
365,"[0.6000000000000001, 0.5, 0.2]",0.01374697506661524
366,"[0.6000000000000001, 0.5, 0.30000000000000004]",0.013795368736165122
367,"[0.6000000000000001, 0.5, 0.4]",0.013934941874351027
368,"[0.6000000000000001, 0.5, 0.5]",0.014169228502541166
369,"[0.6000000000000001, 0.5, 0.6000000000000001]",0.014478108388954433
370,"[0.6000000000000001, 0.5, 0.7000000000000001]",0.014835787359543058
371,"[0.6000000000000001, 0.5, 0.8]",0.015220326999050938
372,"[0.6000000000000001, 0.5, 0.9]",0.015615753046238618
373,"[0.6000000000000001, 0.5, 1.0]",0.016011300969385935
374,"[0.6000000000000001, 1.0, 0.0]",0.013932715665640912
375,"[0.6000000000000001, 1.0, 0.1]",0.013879112936689605
376,"[0.6000000000000001, 1.0, 0.2]",0.013871451814279047
377,"[0.6000000000000001, 1.0, 0.30000000000000004]",0.013924331533527925
378,"[0.6000000000000001, 1.0, 0.4]",0.014056924508279852
379,"[0.6000000000000001, 1.0, 0.5]",0.0142704312766765
380,"[0.6000000000000001, 1.0, 0.6000000000000001]",0.014549099023960415
381,"[0.6000000000000001, 1.0, 0.7000000000000001]",0.014872453908134933
382,"[0.6000000000000001, 1.0, 0.8]",0.015222379101142165
383,"[0.6000000000000001, 1.0, 0.9]",0.015585080990884147
384,"[0.6000000000000001, 1.0, 1.0]",0.01595081995461516
385,"[0.6000000000000001, 1.5, 0.0]",0.014048004690857423
386,"[0.6000000000000001, 1.5, 0.1]",0.01399770102669579
387,"[0.6000000000000001, 1.5, 0.2]",0.013993897709808054
388,"[0.6000000000000001, 1.5, 0.30000000000000004]",0.014047453822613536
389,"[0.6000000000000001, 1.5, 0.4]",0.014171309974392969
390,"[0.6000000000000001, 1.5, 0.5]",0.014365315868137715
391,"[0.6000000000000001, 1.5, 0.6000000000000001]",0.014616925900914327
392,"[0.6000000000000001, 1.5, 0.7000000000000001]",0.014909678433869292
393,"[0.6000000000000001, 1.5, 0.8]",0.015228501818649178
394,"[0.6000000000000001, 1.5, 0.9]",0.01556146018963522
395,"[0.6000000000000001, 1.5, 1.0]",0.015899770587726594
396,"[0.8, 0.0, 0.0]",0.013713258830893651
397,"[0.8, 0.0, 0.1]",0.013623471241676642
398,"[0.8, 0.0, 0.2]",0.013566111775118869
399,"[0.8, 0.0, 0.30000000000000004]",0.01356292424999638
400,"[0.8, 0.0, 0.4]",0.013689083886068666
401,"[0.8, 0.0, 0.5]",0.013976806763644462
402,"[0.8, 0.0, 0.6000000000000001]",0.01439050834428465
403,"[0.8, 0.0, 0.7000000000000001]",0.014877638257753761
404,"[0.8, 0.0, 0.8]",0.015396085084211222
405,"[0.8, 0.0, 0.9]",0.015918367230364893
406,"[0.8, 0.0, 1.0]",0.01642837092434321
407,"[0.8, 0.5, 0.0]",0.013818807043887141
408,"[0.8, 0.5, 0.1]",0.01373457245721805
409,"[0.8, 0.5, 0.2]",0.0136899608189896
410,"[0.8, 0.5, 0.30000000000000004]",0.013704727303609112
411,"[0.8, 0.5, 0.4]",0.013833063928543563
412,"[0.8, 0.5, 0.5]",0.014097081718941576
413,"[0.8, 0.5, 0.6000000000000001]",0.014470351809537787
414,"[0.8, 0.5, 0.7000000000000001]",0.014911852577013336
415,"[0.8, 0.5, 0.8]",0.015386599339680491
416,"[0.8, 0.5, 0.9]",0.015870257657269224
417,"[0.8, 0.5, 1.0]",0.01634756001782868
418,"[0.8, 1.0, 0.0]",0.013932715665640912
419,"[0.8, 1.0, 0.1]",0.013853623325215083
420,"[0.8, 1.0, 0.2]",0.013818339811703474
421,"[0.8, 1.0, 0.30000000000000004]",0.01384377328544
422,"[0.8, 1.0, 0.4]",0.013969186092050199
423,"[0.8, 1.0, 0.5]",0.014210022640312696
424,"[0.8, 1.0, 0.6000000000000001]",0.014546400354050668
425,"[0.8, 1.0, 0.7000000000000001]",0.014946112058183069
426,"[0.8, 1.0, 0.8]",0.015380133456681103
427,"[0.8, 1.0, 0.9]",0.01582708259703133
428,"[0.8, 1.0, 1.0]",0.016272712654035983
429,"[0.8, 1.5, 0.0]",0.014048004690857423
